"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","X1","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X2","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X3","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X4","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X5","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X6","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X7","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X8","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X9","X90","X91","X92","X93","X94","X95","X96"
"group_2311","","hypothetical protein","1","1","1","1","946","1","28","","311","311","311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00040","","","","","","","","","","","","","","","","",""
"group_2312","","hypothetical protein","1","1","1","1","945","1","27","","752","752","752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00041","","","","","","","","","","","","","","","","",""
"group_2313","","hypothetical protein","1","1","1","1","944","1","26","","2090","2090","2090","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00042","","","","","","","","","","","","","","","","",""
"group_2314","","hypothetical protein","1","1","1","1","943","1","25","","1049","1049","1049","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00043","","","","","","","","","","","","","","","","",""
"group_2315","","hypothetical protein","1","1","1","1","942","1","2191","","839","839","839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00044","","","","","","","","","","","","","","","","",""
"group_2316","","hypothetical protein","1","1","1","1","941","1","2192","","425","425","425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00045","","","","","","","","","","","","","","","","",""
"group_2317","","hypothetical protein","1","1","1","1","940","1","2193","","470","470","470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00046","","","","","","","","","","","","","","","","",""
"group_2318","","hypothetical protein","1","1","1","1","939","1","2194","","359","359","359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00047","","","","","","","","","","","","","","","","",""
"group_2319","","hypothetical protein","1","1","1","1","938","1","2195","","158","158","158","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00048","","","","","","","","","","","","","","","","",""
"group_2320","","hypothetical protein","1","1","1","1","937","1","2196","","116","116","116","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00049","","","","","","","","","","","","","","","","",""
"group_2321","","hypothetical protein","1","1","1","1","936","1","2197","","539","539","539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00050","","","","","","","","","","","","","","","","",""
"group_2322","","hypothetical protein","1","1","1","1","935","1","2198","","521","521","521","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NMADALPM_00051","","","","","","","","","","","","","","","","",""
"group_2325","","hypothetical protein","1","1","1","1","189","1","1322","","212","212","212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00011","","","","","","","","","","","","","",""
"group_2326","","hypothetical protein","1","1","1","1","190","1","1323","","185","185","185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00012","","","","","","","","","","","","","",""
"group_2327","","hypothetical protein","1","1","1","1","211","1","1346","","608","608","608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00023","","","","","","","","","","","","","",""
"group_2328","","hypothetical protein","1","1","1","1","210","1","1347","","425","425","425","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00024","","","","","","","","","","","","","",""
"group_2329","","hypothetical protein","1","1","1","1","209","1","1348","","467","467","467","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00025","","","","","","","","","","","","","",""
"group_2330","","hypothetical protein","1","1","1","1","208","1","1349","","320","320","320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00026","","","","","","","","","","","","","",""
"group_2331","","hypothetical protein","1","1","1","1","207","1","1350","","203","203","203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00027","","","","","","","","","","","","","",""
"group_2332","","hypothetical protein","1","1","1","1","206","1","1351","","209","209","209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00028","","","","","","","","","","","","","",""
"group_2333","","hypothetical protein","1","1","1","1","205","1","1352","","587","587","587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00029","","","","","","","","","","","","","",""
"group_2334","","hypothetical protein","1","1","1","1","204","1","1353","","893","893","893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MHHMIPMO_00030","","","","","","","","","","","","","",""
