"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","C1","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C2","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C3","C30","C4","C5","C6","C7","C8","C9"
"group_920","","Virulent PATRIC_VF|Rv0983 serine protease PepD [Mycobacterium tuberculosis H37Rv]","1","1","1","4","154","4","208","","1313","1313","1313","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00003","","","","","","",""
"group_921","","hypothetical protein","1","1","1","4","155","4","209","","536","536","536","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00004","","","","","","",""
"mscL","","Large-conductance mechanosensitive channel","1","1","1","4","158","4","212","","395","395","395","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00007","","","","","","",""
"group_923","","Virulent PATRIC_VF|Rv0990c hypothetical protein [Mycobacterium tuberculosis H37Rv]","1","1","1","4","159","4","213","","674","674","674","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00008","","","","","","",""
"group_924","","hypothetical protein","1","1","1","4","160","4","214","","326","326","326","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00009","","","","","","",""
"group_925","","5-formyltetrahydrofolate cyclo-ligase","1","1","1","4","161","4","215","","470","470","470","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00010","","","","","","",""
"group_926","","Virulent PATRIC_VF|S1322 UTP--glucose-1-phosphate uridylyltransferase subunit GalU [Shigella flexneri 2a str. 2457T]","1","1","1","4","162","4","216","","929","929","929","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00011","","","","","","",""
"moeA1","","Molybdopterin molybdenumtransferase 1","1","1","1","4","163","4","217","","1307","1307","1307","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00012","","","","","","",""
"group_928","","hypothetical protein","1","1","1","4","164","4","218","","653","653","653","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00013","","","","","","",""
"group_929","","hypothetical protein","1","1","1","4","165","4","219","","1013","1013","1013","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00014","","","","","","",""
"group_930","","tRNA-Ala(cgc)","1","1","1","4","166","4","220","","73","73","73","","","","","","","","","","","","","","","","","","","","","","","FPLIBPMM_00015","","","","","","",""
"group_931","","hypothetical protein","1","1","1","2","93","2","1","","275","275","275","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00001","","","","","",""
"group_932","","hypothetical protein","1","1","1","2","94","2","2","","1244","1244","1244","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00002","","","","","",""
"group_933","","tRNA-Leu(taa)","1","1","1","2","95","2","3","","76","76","76","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00003","","","","","",""
"group_934","","hypothetical protein","1","1","1","2","96","2","4","","773","773","773","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00004","","","","","",""
"group_935","","hypothetical protein","1","1","1","2","97","2","5","","167","167","167","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00005","","","","","",""
"group_936","","hypothetical protein","1","1","1","2","98","2","6","","212","212","212","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00006","","","","","",""
"group_937","","hypothetical protein","1","1","1","2","99","2","7","","1022","1022","1022","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00007","","","","","",""
"group_938","","hypothetical protein","1","1","1","2","100","2","8","","143","143","143","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00008","","","","","",""
"rutD","","Putative aminoacrylate hydrolase RutD","1","1","1","2","101","2","9","","602","602","602","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00009","","","","","",""
"group_940","","hypothetical protein","1","1","1","2","102","2","10","","716","716","716","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00010","","","","","",""
"group_941","","hypothetical protein","1","1","1","2","103","2","11","","758","758","758","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00011","","","","","",""
"group_942","","hypothetical protein","1","1","1","2","104","2","12","","437","437","437","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00012","","","","","",""
"group_943","","helix-turn-helix DNA binding domain protein","1","1","1","2","105","2","13","","317","317","317","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00013","","","","","",""
"group_944","","hypothetical protein","1","1","1","2","106","2","14","","332","332","332","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00014","","","","","",""
"group_945","","hypothetical protein","1","1","1","2","107","2","15","","860","860","860","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00015","","","","","",""
"group_946","","ParB-like domain protein","1","1","1","2","108","2","16","","797","797","797","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00016","","","","","",""
"group_947","","hypothetical protein","1","1","1","2","109","2","17","","191","191","191","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00017","","","","","",""
"group_948","","hypothetical protein","1","1","1","2","110","2","18","","308","308","308","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00018","","","","","",""
"group_949","","hypothetical protein","1","1","1","2","111","2","19","","284","284","284","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00019","","","","","",""
"group_950","","hypothetical protein","1","1","1","2","112","2","20","","152","152","152","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00020","","","","","",""
"group_951","","hypothetical protein","1","1","1","2","113","2","21","","176","176","176","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00021","","","","","",""
"group_952","","hypothetical protein","1","1","1","2","114","2","22","","230","230","230","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00022","","","","","",""
"group_953","","hypothetical protein","1","1","1","2","115","2","23","","182","182","182","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00023","","","","","",""
"group_954","","hypothetical protein","1","1","1","2","116","2","24","","194","194","194","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00024","","","","","",""
"group_955","","hypothetical protein","1","1","1","2","117","2","25","","197","197","197","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00025","","","","","",""
"group_956","","hypothetical protein","1","1","1","2","118","2","26","","143","143","143","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00026","","","","","",""
"group_957","","hypothetical protein","1","1","1","2","119","2","27","","134","134","134","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00027","","","","","",""
"group_958","","hypothetical protein","1","1","1","2","92","2","28","","821","821","821","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00028","","","","","",""
"group_959","","hypothetical protein","1","1","1","2","91","2","29","","128","128","128","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00029","","","","","",""
"group_960","","hypothetical protein","1","1","1","2","90","2","30","","497","497","497","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00030","","","","","",""
"group_961","","hypothetical protein","1","1","1","2","89","2","31","","170","170","170","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00031","","","","","",""
"group_962","","HNH endonuclease","1","1","1","2","88","2","32","","368","368","368","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00032","","","","","",""
"group_963","","methyltransferase","1","1","1","2","87","2","33","","560","560","560","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00033","","","","","",""
"group_964","","hypothetical protein","1","1","1","2","86","2","34","","401","401","401","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00034","","","","","",""
"group_965","","hypothetical protein","1","1","1","2","85","2","35","","479","479","479","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00035","","","","","",""
"group_966","","hypothetical protein","1","1","1","2","84","2","36","","149","149","149","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00036","","","","","",""
"group_967","","hypothetical protein","1","1","1","2","83","2","37","","362","362","362","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00037","","","","","",""
"group_968","","hypothetical protein","1","1","1","2","82","2","38","","722","722","722","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00038","","","","","",""
"group_969","","hypothetical protein","1","1","1","2","81","2","39","","281","281","281","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00039","","","","","",""
"group_970","","hypothetical protein","1","1","1","2","80","2","40","","344","344","344","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00040","","","","","",""
"group_971","","hypothetical protein","1","1","1","2","79","2","41","","188","188","188","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00041","","","","","",""
"group_972","","hypothetical protein","1","1","1","2","78","2","42","","197","197","197","","","","","","","","","","","","","","","","","","","","","","","","KBMEIMMN_00042","","","","","",""
